                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.4529,                 1.8538,                    1.8,                0.14223,                0.09009,                0.02429,                0.00612,                 2.4466,                 5.3602,                 2.0999,              0.0006626,              0.0006626,              0.0006626
